,Mkt-RF,SMB,HML,RMW,CMA,Rf
20200415,-2.15,-1.95,-2.55,-0.4,-0.22,0.64
20200416,0.62,-0.8,-2.97,-0.29,-0.3,0.64
20200417,2.72,1.51,2.77,-0.15,-0.02,0.66
20200420,-1.56,0.39,-0.91,-1.75,-0.39,0.72
20200421,-3.08,0.93,0.16,0.27,0.41,0.63
20200422,2.31,-0.88,-1.64,0.1,0.04,0.69
20200423,0.13,1.26,0.54,0.54,-0.24,0.73
20200424,1.44,0.23,-0.13,-0.18,0.15,0.69
20200427,1.73,2.15,2.71,-0.13,0.14,0.64
20200428,-0.45,1.72,2.85,1.35,0.74,0.63
20200429,2.92,2.31,2,1.23,-0.86,0.64
20200430,-1.18,-2.05,-1.69,0.64,-0.03,0.73
20200501,-2.91,-0.89,-0.96,-0.36,0.35,0.70
20200504,0.54,-0.12,-1.27,-0.76,-0.45,0.68
20200505,0.95,-0.29,-2.02,-0.49,-0.51,0.68
20200506,-0.52,0.11,-2.7,0.22,-0.57,0.66
20200507,1.33,0.15,0.41,-0.12,-0.6,0.69
20200508,1.9,1.89,2.46,0.84,0.42,0.68
20200511,0.07,-0.21,-3.78,-0.84,-0.04,0.70
20200512,-2.06,-1.11,-1.36,-0.61,-0.03,0.65
20200513,-1.89,-1.42,-2.09,-0.07,-0.27,0.66
20200514,1.14,-1.08,0.94,0.61,0.16,0.68
20200515,0.57,1.34,-1.15,0,-0.77,0.77
20200518,3.24,2.65,4.61,1.67,0.32,0.82
20200519,-1.01,-0.75,-1.49,0.51,-0.59,0.91
20200520,1.8,1.22,1.32,-0.25,-0.26,0.88
20200521,-0.7,0.74,0.4,0.15,0.04,0.84
20200522,0.27,0.26,-0.85,-0.55,-0.34,0.75
20200526,1.23,1.23,4.56,1.04,0.59,0.66
20200527,1.54,1.42,3.62,0.77,0.36,0.71
20200528,-0.41,-2.07,-2.43,-0.24,0.09,0.71
20200529,0.6,-0.79,-1.97,-0.32,-0.38,0.75
20200601,0.52,0.26,0.42,-0.01,-0.14,0.74
20200602,0.81,0.06,0.54,0.14,0.26,0.71
20200603,1.41,0.75,2.62,0.73,0.17,0.70
20200604,-0.34,0.5,2.89,0.98,0.63,0.71
20200605,2.5,1.07,2.76,0.73,0.05,0.72
20200608,1.39,0.67,2.08,-0.48,0.57,0.69
20200609,-0.85,-0.78,-1.92,-0.04,-0.47,0.68
20200610,-0.56,-1.8,-4.1,-0.33,-0.5,0.64
20200611,-5.91,-1.46,-3.05,-0.19,-0.23,0.64
20200612,1.29,0.78,1.83,0.13,0.1,0.66
20200615,1.1,1.45,-0.4,-0.74,-0.24,0.69
20200616,1.87,0.6,0.51,0.62,0.13,0.68
20200617,-0.4,-1.32,-1.98,-0.56,-0.24,0.69
20200618,0.19,0.02,-0.53,-0.4,-0.26,0.65
20200619,-0.45,-0.13,-0.65,-0.73,-0.19,0.67
20200622,0.71,0.49,-1.38,-0.34,-0.52,0.62
20200623,0.42,0.23,-0.61,0.6,-0.1,0.65
20200624,-2.61,-0.7,-1.35,-0.09,0.27,0.64
20200625,1.12,0.34,0.5,-0.79,0.16,0.63
20200626,-2.44,-0.2,-1.41,0.01,0.63,0.64
20200629,1.51,1.48,1.84,1.48,0.36,0.62
20200630,1.58,0,0.02,-0.4,-0.31,0.64
20200701,0.41,-1.71,-2.56,-0.4,-1.23,0.62
20200702,0.5,0.01,-0.13,0.42,0.15,0.61
20200706,1.65,-0.68,0.33,0.26,0.02,0.60
20200707,-1.03,-0.98,-1.48,-1.1,-0.09,0.59
20200708,0.91,0.07,-0.46,-0.42,-0.26,0.59
20200709,-0.53,-1.57,-2.61,-0.32,-0.54,0.62
20200710,1.11,0.68,3.05,0.85,0.19,0.59
20200713,-1.2,-0.29,2.04,1.07,1.11,0.58
20200714,1.35,0.39,-0.28,-0.02,0.51,0.55
20200715,1.14,2.7,1.26,0.17,0.07,0.55
20200716,-0.37,-0.15,0.81,0.25,0.35,0.56
20200717,0.3,-0.16,-1.43,-1.08,0.03,0.52
20200720,1.01,-1.12,-2.36,-0.82,-1.21,0.55
20200721,0.16,1.49,3.23,0.5,0.92,0.55
20200722,0.49,-0.63,-0.38,0.48,0.01,0.57
20200723,-1.2,1.23,1.96,-0.22,0.12,0.59
20200724,-0.75,-0.81,0.45,0.28,0.03,0.64
20200727,0.88,0.3,-2,-0.19,0.1,0.69
20200728,-0.81,-0.45,1.01,0.29,0.05,0.71
20200729,1.35,0.6,0.84,0.24,0.13,0.71
20200730,-0.29,0.01,-1.83,-0.54,-0.13,0.69
20200731,0.61,-1.84,-0.66,0.77,0.73,0.67
20200803,0.98,1.09,-0.84,-0.27,0.39,0.68
20200804,0.37,0.44,0.02,0.11,0.11,0.65
20200805,0.78,1.25,0.82,0.19,-0.09,0.64
20200806,0.53,-0.65,-0.75,0.64,-0.05,0.65
20200807,0.02,1.59,2.41,0.52,0.15,0.69
20200810,0.24,1.32,1.75,0.85,1.25,0.69
20200811,-0.83,0.18,1.63,0.91,0.03,0.74
20200812,1.4,-0.82,-1.37,0.91,-0.12,0.74
20200813,-0.01,-0.14,-1.33,-0.64,-0.5,0.72
20200814,-0.04,0.04,1.09,0.44,0.19,0.68
20200817,0.45,0.04,-1.92,-0.8,-0.48,0.66
20200818,0.22,-1.33,-1.39,0.02,-0.53,0.63
20200819,-0.38,0.48,0.11,-0.03,-0.12,0.72
20200820,0.31,-0.96,-1.55,0.1,-0.45,0.69
20200821,0.25,-1.25,-0.42,0.61,0.71,0.71
20200824,0.92,0.2,2.6,1.13,0.58,0.68
20200825,0.36,-0.01,-0.64,-0.46,-0.7,0.67
20200826,1,-1.72,-1.76,-0.13,-0.84,0.68
20200827,0.18,-0.01,0.94,0.57,-0.52,0.68
20200828,0.7,0.39,-0.23,0.13,-0.07,0.69
20200831,-0.04,-0.93,-1.75,-0.7,-0.12,0.69
20200901,0.92,0.19,-0.31,0.62,0.15,0.70
20200902,1.27,-0.26,-0.44,0.77,-0.42,0.68
20200903,-3.7,0.43,2.61,-0.09,-0.15,0.68
20200904,-0.87,0.34,2.06,0.79,0.87,0.68
20200908,-2.91,0.91,-0.29,-0.72,-0.63,0.67
20200909,2.07,-0.61,-1.99,-0.17,-0.2,0.66
20200910,-1.64,0.37,-0.05,-0.37,-0.36,0.67
20200911,-0.06,-0.62,0.9,0.23,0.48,0.66
20200914,1.59,1,-0.77,-0.8,-0.06,0.69
20200915,0.57,-0.64,-1.42,0.14,-0.36,0.68
20200916,-0.39,1.23,1.32,-0.93,0.26,0.70
20200917,-0.85,0.46,0.2,0.07,0.63,0.78
20200918,-0.88,0.79,-0.21,-1.12,-0.46,0.76
20200921,-1.08,-2.68,-1.9,-0.48,-0.27,0.81
20200922,1.02,-0.46,-1.65,0.58,-0.48,0.78
20200923,-2.48,-0.66,0.18,0.21,-0.19,0.79
20200924,0.25,-0.19,0.38,0.51,0.11,0.74
20200925,1.72,-0.16,-1.36,-0.5,-0.63,0.73
20200928,1.66,0.88,1.03,0.4,0.19,0.74
20200929,-0.42,0.38,-1.32,-0.77,-0.59,0.76
20200930,0.79,-0.68,0.15,0.33,0.11,0.78
20201001,0.79,0.79,-0.55,-0.01,-0.59,0.81
20201002,-0.96,1.67,2.46,0.59,0.32,0.83
20201005,1.93,0.89,-0.12,-0.49,0.15,0.87
20201006,-1.28,0.84,0.26,-0.51,-0.04,0.85
20201007,1.84,0.49,0.23,-0.28,0.12,0.81
20201008,0.8,0.29,0.99,0.23,0.24,0.79
20201009,0.92,-0.32,-1.4,-0.16,-0.32,0.79
20201012,1.53,-1.03,-0.06,0.81,0.31,0.85
20201013,-0.41,-0.19,-1.72,-0.84,-0.98,0.88
20201014,-0.65,0,0.03,0.34,0.67,0.87
20201015,-0.08,1.18,1.14,0.15,0.2,0.90
20201016,-0.06,-0.12,0.08,-0.04,-0.14,0.78
20201019,-1.53,0.37,0.29,-0.34,-0.24,0.79
20201020,0.34,-0.08,1.24,0.54,0.18,0.83
20201021,-0.36,-0.48,0.4,0.51,0.01,0.96
20201022,0.67,0.93,1.03,-0.59,-0.1,0.98
20201023,0.38,0.36,0.03,-0.13,-0.34,0.88
20201026,-1.85,-0.5,-0.37,-0.14,-0.04,0.89
20201027,-0.23,-0.66,-2.29,-0.36,-0.78,0.91
20201028,-3.41,0.17,0.59,-0.45,-0.02,0.87
20201029,1.13,0.15,0.25,0.29,0.61,0.88
20201030,-1.45,-0.23,1.85,0.24,-0.07,0.86
20201102,1.17,0.87,0.99,0.41,0.4,0.83
20201103,1.93,1.01,-0.18,-0.2,0,0.86
20201104,2.25,-2.59,-4.97,-0.64,-1.8,0.88
20201105,2.13,1.03,0.51,0.35,0.58,0.88
20201106,0.01,-1.13,-0.91,-0.24,-0.12,0.84
20201109,0.87,2.82,6.73,0.75,0.81,0.84
20201110,-0.17,2.07,2.22,0.32,1.24,0.92
20201111,0.88,-1.12,-1.69,-0.59,-0.24,0.95
20201112,-0.94,-0.6,-1.14,-0.63,-0.28,0.92
20201113,1.31,0.97,1.08,0.54,0.5,0.97
20201116,1.22,1.26,1.96,0.69,0.9,0.94
20201117,-0.19,0.58,0.01,-0.38,-0.46,0.92
20201118,-0.93,-0.03,-0.04,0.04,-0.37,0.95
20201119,0.59,0.27,-0.8,-0.66,-0.2,0.92
20201120,-0.51,0.6,-0.59,-0.76,-0.09,0.90
20201123,0.83,1.4,1.53,0.35,0.06,0.90
20201124,1.56,0.54,2.76,0.5,0.53,0.92
20201125,0.03,-0.27,-1.34,-0.39,-0.54,0.92
20201127,0.43,0.15,-1.62,-0.77,-0.3,0.94
20201130,-0.53,-1.54,-2.05,-0.5,0.49,0.95
20201201,0.98,-0.1,0.55,1.06,0.49,0.95
20201202,0.11,0.21,1.07,0.37,0.6,0.93
20201203,0.18,0.54,-0.06,-0.25,0.15,0.96
20201204,1.02,1.56,0.88,-0.3,0.55,0.94
20201207,0.03,-0.06,-1.03,-0.58,-0.48,0.94
20201208,0.47,0.87,-0.67,-0.7,-0.02,0.94
20201209,-1.03,0.31,1.28,0.86,0.27,0.93
20201210,0.24,0.92,-0.46,-1.51,-0.28,0.93
20201211,-0.2,-0.59,-0.7,-0.56,-0.57,0.93
20201214,-0.28,0.21,-1.51,-0.4,-0.82,0.96
20201215,1.28,1.15,0.34,0.42,0.57,1.04
20201216,0.17,-0.59,-0.36,0.05,-0.21,1.08
20201217,0.79,0.52,-0.73,-0.6,-0.19,1.13
20201218,-0.12,-0.2,-1.15,-0.38,-0.78,1.15
20201221,-0.23,0.2,-0.01,-0.99,0.27,1.15
20201222,0.06,0.83,-1.59,-0.83,-0.08,1.10
20201223,0.1,0.9,1.98,0.24,0.47,1.15
20201224,0.21,-0.43,-0.2,0.24,-0.06,1.11
20201228,0.46,-0.68,0.37,1.38,0.46,1.10
20201229,-0.4,-1.42,0.24,0.79,-0.3,1.10
20201230,0.27,1.06,0.04,-0.66,-0.05,1.12
20201231,0.39,-0.71,0.4,0.56,-0.22,1.10
20210104,-1.41,0.24,0.48,-0.71,0.22,1.05
20210105,0.86,1.33,0.48,0.34,0.6,1.05
20210106,0.79,3.18,3.91,0.01,0.58,1.04
20210107,1.76,0,-0.79,-1.47,-0.23,1.07
20210108,0.51,-1.05,-1.32,-0.39,-0.44,1.11
20210111,-0.52,0.56,1.24,-0.18,0.47,1.09
20210112,0.38,1.48,1.21,-0.45,0.43,1.12
20210113,0.07,-1.02,-0.46,-0.21,-0.04,1.15
20210114,-0.11,2.4,1.08,-1.03,0.47,1.15
20210115,-0.86,-0.75,-0.75,0.28,-0.47,1.19
20210119,0.92,0.74,-0.79,-0.69,0.09,1.19
20210120,1.26,-0.75,-1.07,0.64,-0.4,1.18
20210121,-0.04,-0.75,-0.96,0.83,0.39,1.15
20210122,-0.07,1.62,-0.09,-0.68,0.6,1.16
20210125,0.29,-0.3,-0.39,0.24,0.96,1.20
20210126,-0.32,0.03,-0.05,0.98,1.14,1.30
20210127,-2.53,1.21,1.55,0.55,2.52,1.29
20210128,0.92,-1.69,-0.91,-1.04,-2.3,1.29
20210129,-1.84,0.43,0.58,-0.76,0.4,1.34
20210201,1.73,0.75,-1.47,-0.24,-1.22,1.37
20210202,1.48,-0.8,-1.07,-1,-2.19,1.37
20210203,0.16,0.72,0.66,-0.12,0.21,1.38
20210204,1.23,0.6,0.36,-0.11,-0.23,1.54
20210205,0.57,0.96,-0.48,-0.72,0.42,1.44
20210208,0.96,2.22,0.41,-0.93,0.7,1.45
20210209,0.05,0.72,-0.21,-0.77,-0.45,1.42
20210210,-0.08,-0.45,0.62,0.22,-0.02,1.47
20210211,0.19,-0.32,-0.46,-0.3,-0.04,1.54
20210212,0.49,-0.11,0.47,-0.38,-0.03,1.56
20210216,-0.14,-0.21,1.87,0.14,0.02,1.59
20210217,-0.21,-0.68,0.61,0.28,-0.15,1.55
20210218,-0.64,-1.49,-0.18,0.92,-0.46,1.53
20210219,0.16,2.04,0.72,-0.45,0.54,1.54
20210222,-1.13,0.71,3.17,1.69,0.86,1.64
20210223,-0.15,-1.03,0.89,1.15,-0.21,1.62
20210224,1.15,1.49,1.42,-0.31,0.33,1.62
20210225,-2.74,-0.92,0.91,1,0.41,1.63
20210226,-0.28,0.3,-1.55,0,-0.43,1.71
20210301,2.63,1.17,0.15,-0.45,0.32,1.74
20210302,-1.05,-0.77,1.23,0.62,0.21,1.69
20210303,-1.57,0.64,3.56,1.66,1.05,1.63
20210304,-1.7,-1.1,1.72,1.28,0.43,1.62
20210305,1.85,0.36,0.63,0.97,0.49,1.63
20210308,-0.67,1.49,3.68,1.61,0.9,1.67
20210309,1.79,0.45,-3.24,-1.86,-0.46,1.73
20210310,0.68,1.2,1.82,-0.07,0.16,1.73
20210311,1.43,1.06,-1.98,-1.39,-0.84,1.74
20210312,0.1,0.53,1.29,0.62,0.6,1.69
20210315,0.7,-0.3,-1.32,0.21,0.1,1.72
20210316,-0.43,-1.37,-0.81,0.31,-0.03,1.73
20210317,0.33,0.63,0.32,-0.03,0.15,1.67
20210318,-1.88,-1.21,2.15,0.94,0.46,1.68
20210319,0.25,0.93,-0.97,-0.78,-0.56,1.64
20210322,0.55,-1.71,-2.24,-0.23,-0.07,1.67
20210323,-1.17,-2.95,-1.05,0.58,-0.78,1.69
20210324,-1,-1.57,1.46,1.38,0.12,1.64
20210325,0.67,2.01,1.4,0.45,1.13,1.64
20210326,1.55,0.2,0.68,0.79,0.59,1.56
20210329,-0.49,-2.48,-0.21,0.9,-0.03,1.59
20210330,-0.02,1.83,1,-0.26,-0.2,1.61
20210331,0.63,0.58,-2.31,-1.17,-0.27,1.58
20210401,1.27,0.21,-0.02,-0.69,-0.49,1.57
20210405,1.27,-0.69,-0.72,0.99,0.1,1.57
20210406,0.01,-0.33,0.1,-0.11,-0.27,1.58
20210407,-0.12,-1.54,0.3,0.69,-0.1,1.58
20210408,0.62,0.27,-1.16,-0.54,-0.38,1.63
20210409,0.65,-0.62,0.13,0.79,0.14,1.63
20210412,-0.05,-0.46,0.58,0.73,-0.34,1.65
20210413,0.41,-0.78,-1.58,-1.06,-0.39,1.65
20210414,-0.35,1.17,1.42,0.02,0.68,1.63
20210415,1.04,-0.78,-1.18,0.1,-0.54,1.61
20210416,0.27,-0.19,0.64,0.82,0.18,1.59
20210419,-0.73,-0.66,0.78,0.73,0.43,1.58
20210420,-0.94,-1.37,-1.57,0.39,-0.48,1.60
20210421,1.11,1.52,0.11,-0.46,0.09,1.63
20210422,-0.77,0.63,-0.78,-0.2,-0.2,1.64
20210423,1.26,0.76,0.7,-0.34,0.05,1.69
20210426,0.43,0.79,-0.48,-1.2,-0.07,1.66
20210427,-0.03,0.08,0.86,0.54,0.04,1.63
20210428,-0.06,0.29,0.2,-0.3,-0.34,1.64
20210429,0.39,-0.76,1.07,1.34,-0.22,1.64
20210430,-0.83,-0.51,-0.32,0.12,-0.44,1.68
20210503,0.17,0.75,1.7,1.05,1.08,1.63
20210504,-0.89,-0.25,1.99,1.1,0.6,1.63
20210505,-0.05,-0.16,1.33,0.65,0.64,1.61
20210506,0.48,-0.53,1.21,1.24,0.59,1.56
20210507,0.84,0.46,-0.1,-0.24,0.14,1.58
20210510,-1.36,-1.29,1.69,1.17,0.74,1.61
20210511,-0.63,0.68,-0.86,-0.82,-0.08,1.58
20210512,-2.34,-1.14,0.7,-0.28,0.13,1.62
20210513,1.02,0.46,1.14,1.39,0.36,1.59
20210514,1.81,0.97,-0.14,-0.24,-0.02,1.63
20210517,-0.24,0.73,0.82,0.01,0.57,1.56
20210518,-0.69,0.04,-0.92,-1.02,-0.44,1.57
20210519,-0.34,-0.52,-0.45,-0.18,-0.33,1.53
20210520,1.15,-0.5,-1.4,-0.84,-0.51,1.50
20210521,-0.04,0.45,0.98,-0.12,-0.07,1.45
20210524,0.99,-0.48,-0.67,0.27,-0.31,1.47
20210525,-0.3,-0.87,-1.2,0.22,-0.19,1.51
20210526,0.47,1.79,0.55,-0.55,0.15,1.51
20210527,0.28,1.08,0.95,-0.27,0.29,1.57
20210528,0.04,-0.36,-0.32,-0.2,-0.41,1.52
20210601,0.03,1.42,1.43,0.29,0.42,1.45
20210602,0.12,-0.21,0.34,-0.08,0.68,1.50
20210603,-0.53,-0.25,0.73,0.41,0.31,1.48
20210604,0.89,-0.6,-0.9,-0.13,-0.21,1.50
20210607,0.15,1.25,-0.91,-0.98,-0.24,1.49
20210608,0.19,1.08,-0.31,0.06,-0.05,1.54
20210609,-0.3,-0.45,-0.84,0.16,0.16,1.49
20210610,0.4,-1.34,-2.03,-0.53,-1.09,1.49
20210611,0.37,0.71,0.18,0.05,-0.02,1.45
20210614,0.15,-0.75,-1.62,-0.58,-0.49,1.48
20210615,-0.3,0.23,1.3,0.69,0.12,1.44
20210616,-0.45,0.43,0.19,-0.34,-0.24,1.37
20210617,0.01,-1.35,-3.57,-0.68,-1.1,1.33
20210618,-1.22,-0.8,-1.45,-0.42,-0.69,1.30
20210621,1.35,0.83,1.04,0.41,0.34,1.37
20210622,0.58,-0.09,-0.46,0.19,0.24,1.38
20210623,0.01,0.5,-0.28,-0.48,-0.23,1.42
20210624,0.69,0.74,0.25,-0.38,0.24,1.37
20210625,0.32,-0.51,0.44,-0.13,0.04,1.31
20210628,0.22,-0.84,-1.59,-0.51,-0.13,1.31
20210629,0,-0.41,-0.28,0.32,0.39,1.19
20210630,0.07,0.12,0.77,0.73,0.62,1.23
20210701,0.43,0.4,0.41,0.01,0.42,1.30
20210702,0.56,-1.52,-0.72,0.67,-0.15,1.27
20210706,-0.28,-1.04,-2,0.57,-0.71,1.30
20210707,0.09,-0.86,0.08,1.7,0.33,1.29
20210708,-0.86,-0.01,-0.77,-0.22,-0.03,1.25
20210709,1.25,0.84,1.57,-0.18,0.36,1.26
20210712,0.23,-0.02,0.58,0.3,-0.29,1.28
20210713,-0.56,-1.22,-0.42,0.71,0.13,1.24
20210714,-0.26,-1.17,0.34,1.93,0.6,1.20
20210715,-0.38,-0.26,0.79,0.34,-0.07,1.19
20210716,-0.77,-0.38,-1.28,0.12,-0.83,1.19
20210719,-1.42,0.04,-1.75,-0.43,-1.12,1.23
20210720,1.69,0.84,0.16,-0.56,0.38,1.31
20210721,0.95,0.71,0.81,-0.98,0.06,1.33
20210722,0.09,-1.55,-1.01,0.5,-0.38,1.36
20210723,0.98,-0.32,-0.48,0.48,-0.36,1.35
20210726,0.18,0.09,1.34,0.27,0.88,1.36
20210727,-0.66,-0.45,0.58,0.45,0.11,1.29
20210728,0.27,1.21,-0.66,-1.55,-0.73,1.26
20210729,0.41,0.22,0.94,0.82,0.52,1.26
20210730,-0.65,-0.08,-0.17,0.56,0.39,1.27
20210802,-0.12,-0.12,-0.41,-0.06,-0.31,1.24
20210803,0.73,-0.4,0.92,0.64,0.2,1.26
20210804,-0.39,-0.95,-1.58,-0.36,-1.09,1.25
20210805,0.74,1.06,-0.09,-1.31,-0.43,1.29
20210806,0.09,0.46,1.9,0.6,0.33,1.35
20210809,0.01,-0.45,-0.27,-0.62,-0.54,1.34
20210810,0.06,0.36,1.85,0.73,0.9,1.31
20210811,0.19,0.29,1.41,0.88,0.5,1.29
20210812,0.24,-0.69,-0.39,0.06,0.1,1.30
20210813,0,-0.95,-0.24,0.7,-0.01,1.31
20210816,-0.05,-0.86,0.04,1.66,0.16,1.29
20210817,-0.8,-0.49,-0.12,-0.3,0.1,1.33
20210818,-0.95,0.11,-0.17,-0.29,-0.67,1.38
20210819,-0.15,-0.95,-0.83,1.39,-0.46,1.35
20210820,0.92,0.85,-0.47,-0.38,-0.3,1.30
20210823,1.08,0.76,-0.84,-1.84,-0.06,1.35
20210824,0.41,0.41,0.36,-0.73,0.08,1.33
20210825,0.26,0.05,0.37,-0.41,-0.02,1.28
20210826,-0.65,-0.43,-0.33,-0.06,-0.16,1.31
20210827,1.07,1.64,0.31,-0.71,0.14,1.34
20210830,0.35,-0.69,-1.36,0.66,0.13,1.37
20210831,-0.13,0.46,-0.05,-0.46,-0.22,1.31
20210901,0.11,0.39,-0.93,-0.42,-0.37,1.33
20210902,0.36,0.21,-0.04,-0.43,0.58,1.32
20210903,-0.01,-0.55,-0.27,0.04,-0.28,1.41
20210907,-0.36,-0.37,-0.08,-0.59,0.17,1.47
20210908,-0.34,-0.74,0.08,0.75,0.19,1.48
20210909,-0.27,0.25,0.09,-0.79,-0.31,1.54
20210910,-0.76,-0.03,0.03,0.21,-0.47,1.55
20210913,0.14,0.22,1.33,0.21,0.99,1.52
20210914,-0.66,-0.67,-0.97,0.44,-0.47,1.48
20210915,0.88,0.12,0.65,-0.24,0.48,1.49
20210916,-0.03,-0.08,-0.56,-0.41,-0.56,1.54
20210917,-0.72,0.97,-0.05,-0.64,-0.44,1.53
20210920,-1.87,-0.57,0.21,0.76,0.27,1.58
20210921,0.05,0.25,-0.67,-0.44,-0.33,1.61
20210922,1,0.14,0.54,-0.52,0.48,1.59
20210923,1.28,0.46,0.93,-1.01,0.2,1.56
20210924,0.08,-0.39,0.7,0.57,0.26,1.52
20210927,-0.1,1.7,2.44,-0.27,0.73,1.59
20210928,-2.18,-0.01,1.75,0.84,1.08,1.59
20210929,0.03,-0.2,0.81,1.16,0.32,1.65
20210930,-1.02,0.07,-0.77,-1.21,-0.36,1.65
20211001,1.1,0.47,0.5,-0.1,0.6,1.68
20211004,-1.43,0.4,2.33,0.69,1.09,1.66
20211005,1.05,-0.57,-0.05,-0.07,-0.3,1.64
20211006,0.33,-0.99,-0.5,0.34,-0.67,1.63
20211007,1.01,0.45,-0.16,-0.08,0.05,1.54
20211008,-0.27,-0.45,1.12,0.09,0.62,1.57
20211011,-0.72,0.21,-0.27,-0.03,0.29,1.55
20211012,-0.06,0.55,-0.43,-0.88,-0.26,1.58
20211013,0.43,-0.09,-1.05,-0.47,-0.77,1.56
20211014,1.66,-0.37,-0.27,-0.01,-0.12,1.60
20211015,0.63,-1.13,0.3,0.38,-0.05,1.53
20211018,0.41,-0.42,0,0.56,-0.06,1.45
20211019,0.71,-0.46,-0.25,-0.17,0.09,1.51
20211020,0.34,0.22,1.19,0.29,0.52,1.46
20211021,0.37,0.04,-0.96,0.33,-0.62,1.56
20211022,-0.25,0.01,1.01,0.44,0.46,1.58
20211025,0.58,0.37,-0.14,-0.42,-0.37,1.63
20211026,0.04,-0.77,-0.31,-0.36,-0.15,1.63
20211027,-0.76,-0.95,-1.19,0.85,-0.61,1.60
20211028,1.14,0.82,-0.49,-0.3,-0.17,1.59
20211029,0.22,0.14,-0.83,0.57,-0.78,1.54
20211101,0.51,2.05,0.45,-1.13,0.02,1.63
20211102,0.24,-0.32,-0.54,0.43,0.14,1.67
20211103,0.8,1.44,-0.13,0.2,-0.39,1.64
20211104,0.39,-0.28,-1.36,0.66,-0.72,1.48
20211105,0.38,0.78,1.2,0.01,1.3,1.52
20211108,0.18,0.01,0.08,-0.49,-0.07,1.43
20211109,-0.35,-0.14,0.45,0.58,0.28,1.43
20211110,-1.07,-0.3,0.93,1.38,-0.07,1.44
20211111,0.24,0.63,0.33,0.13,0.1,1.35
20211112,0.74,-0.45,-0.91,0.4,-0.3,1.43
20211115,-0.02,-0.46,0.69,0.55,0.48,1.48
20211116,0.5,-0.17,-0.71,0.18,-0.65,1.52
20211117,-0.47,-0.64,-0.25,0.82,0.16,1.49
20211118,0.06,-0.76,-0.07,1.27,-0.09,1.48
20211119,-0.2,-0.4,-1.28,1.06,-0.6,1.42
20211122,-0.61,0.04,2.77,1.25,1.6,1.44
20211123,-0.03,-0.19,1.74,0.23,1.15,1.47
20211124,0.3,-0.14,-0.86,-0.52,-0.2,1.44
20211126,-2.23,-1.26,-0.94,0.27,-0.6,1.41
20211129,1.11,-1.32,-0.76,0.4,-0.32,1.43
20211130,-1.95,0.17,-1.14,-0.12,0.42,1.48
20211201,-1.61,-0.46,1.08,2.3,0.76,1.46
20211202,1.51,0.99,1.27,-0.67,0.04,1.50
20211203,-1.21,-0.87,1.07,1.76,1,1.48
20211206,1.19,0.84,0.61,0.08,0.63,1.49
20211207,2.22,-0.16,-1.8,-1.46,-0.45,1.55
20211208,0.47,0.34,-0.82,-0.95,0.2,1.52
20211209,-1.07,-1.05,1.54,1.42,0.98,1.52
20211210,0.7,-0.88,0.52,1.38,0.76,1.63
20211213,-1.04,-0.29,-0.98,0.3,-0.32,1.66
20211214,-0.76,-0.35,1.63,0.38,0.17,1.71
20211215,1.62,0.02,-1.91,0.04,-0.36,1.73
20211216,-1.2,-0.85,2.77,0.62,0.66,1.76
20211217,-0.65,1.48,-2.33,-1.71,-0.38,1.78
20211220,-1.27,-0.23,-0.4,0.04,0.15,1.75
20211221,2.06,0.67,0.2,-1.08,-0.2,1.74
20211222,0.97,0.18,-0.36,0.34,0.07,1.70
20211223,0.71,0.29,-0.48,-0.36,-0.39,1.78
20211227,1.22,-0.14,0.31,0.98,0.48,1.87
20211228,-0.27,-0.4,0.8,0.84,0.21,1.83
20211229,0.06,-0.03,0.17,0.7,0,1.83
20211230,-0.15,0.08,-0.41,-0.83,-0.41,1.75
20211231,-0.31,0.18,0.53,0.36,0.4,1.75
20220103,0.73,0.42,0.8,-1.17,0.59,1.78
20220104,-0.29,-0.08,3.64,0.63,1.47,1.85
20220105,-2.28,-0.94,2.59,1.39,1.25,1.81
20220106,0,0.38,1.75,-0.56,-0.01,1.78
20220107,-0.48,-0.96,2.02,-0.12,0.85,1.79
20220110,-0.15,-0.3,-0.28,-0.05,-0.37,1.81
20220111,1.1,-0.2,-0.28,-1.25,0.37,1.78
20220112,0.12,-0.86,0.51,0.77,0.27,1.82
20220113,-1.57,0.86,2.4,1.16,1.02,1.93
20220114,0.08,0.04,0.55,-0.85,0.49,1.92
20220118,-2.08,-0.9,1.36,0.8,0.97,1.96
20220119,-1.01,-0.36,-0.67,0.24,0.09,1.94
20220120,-1.14,-0.84,-0.23,-0.3,0.12,2.03
20220121,-2.1,0.38,0.48,1.03,0.49,1.92
20220124,0.53,1.75,-0.24,-0.07,-0.66,1.98
20220125,-1.43,-0.2,2.79,-0.8,1.6,2.05
20220126,-0.3,-1.06,0.09,0.43,-0.04,2.03
20220127,-0.79,-1.46,0.78,1.06,0.93,1.97
20220128,2.45,-0.61,-2.08,0.16,0.21,1.92
20220131,2.34,0.71,-2.84,-1.8,-1.6,1.94
20220201,0.87,0.12,0.66,-1.07,0.38,1.99
20220202,0.48,-1.59,0.72,1.48,0.49,1.96
20220203,-2.49,0.45,2.17,0.42,1.35,1.97
20220204,0.89,-0.28,-0.6,-1.69,-1.11,1.83
20220207,-0.25,0.66,0.23,-0.7,-0.01,1.72
20220208,1.02,0.73,-0.27,0.93,-0.45,1.86
20220209,1.61,0.02,-1.95,-1.09,-0.23,1.86
